lambda,f1,f2,predicate,risk_1,risk_2,smape
3,737.6953215283161,851.9285477583337,ER,0.06580784947765421,0.0,0.11279741862585325
3,737.6953215283161,851.9285477583337,R,0.04615680297102503,0.0,0.0730262195170368
3,802.0207862125254,993.9166390513894,VER,0.06588329306787713,0.0,0.1183325450781684
3,802.0207862125254,993.9166390513894,ER,0.05869968050045403,0.0,0.13165542469236535
3,802.0207862125254,993.9166390513894,R,0.04176468340549757,0.0,0.08621700896291637
3,858.6605614709728,1135.904730344445,VER,0.05877816228316888,0.0,0.13335173602819356
3,858.6605614709728,1135.904730344445,ER,0.04910986236647578,0.0,0.15389548926610505
3,858.6605614709728,1135.904730344445,R,0.03465311805708883,0.0,0.10606689095142843
3,910.1183374387228,1277.8928216375004,VER,0.052301804134275515,0.0,0.1472196985078377
3,910.1183374387228,1277.8928216375004,ER,0.04284212528847126,0.0,0.17019986436391218
3,910.1183374387228,1277.8928216375004,R,0.03400373688938324,0.0,0.11238120836665916
3,954.2588550935278,1419.8809129305562,VER,0.04672909499034536,0.0,0.16308192603718705
3,954.2588550935278,1419.8809129305562,ER,0.03969086884874,0.0,0.18266570415561192
3,954.2588550935278,1419.8809129305562,R,0.03216745177599486,0.0,0.12173796249519332
3,992.2678781001225,1561.8690042236117,VER,0.041861992470195515,0.0,0.17840630158090703
3,992.2678781001225,1561.8690042236117,ER,0.03550244712539642,0.0,0.20037058116576179
3,992.2678781001225,1561.8690042236117,R,0.029264062647886856,0.0,0.13723657901700564
3,1022.6766500024199,1703.8570955166674,VER,0.03786384317621311,0.0,0.19101368181572662
3,1022.6766500024199,1703.8570955166674,ER,0.031108002156094765,0.0,0.21681592220106813
3,1022.6766500024199,1703.8570955166674,R,0.02672263962404469,0.0,0.15101236851032399
3,1031.651935783114,1845.845186809723,VER,0.03667859895969004,0.0,0.19491282611621735
3,1031.651935783114,1845.845186809723,ER,0.029640221577722965,0.0,0.2224162214474491
3,1031.651935783114,1845.845186809723,R,0.02691426984385578,0.0,0.1523034440838639
3,1032.2569175143021,1987.8332781027789,VER,0.036550798689922614,0.0,0.19506683847879205
3,1032.2569175143021,1987.8332781027789,ER,0.029451370517755617,0.0,0.22261802326611901
3,1032.2569175143021,1987.8332781027789,R,0.02664492820686877,0.0,0.15264433945558994
3,1032.57671051271,2129.821369395834,VER,0.03649771577696098,0.0,0.19518925485363414
3,1032.57671051271,2129.821369395834,ER,0.029448043678412684,0.0,0.22262244399622055
3,1032.57671051271,2129.821369395834,R,0.026639990700805583,0.0,0.15264246992141137
3,1032.8965035111175,2271.80946068889,VER,0.03644810851339434,0.0,0.19543757554839286
3,1032.8965035111175,2271.80946068889,ER,0.029401068706890427,0.0,0.2228962828119564
3,1032.8965035111175,2271.80946068889,R,0.02664497220497961,0.0,0.15280798513972713
3,1033.2162965095254,2413.7975519819456,VER,0.03639555144494693,0.0,0.19556028164752837
3,1033.2162965095254,2413.7975519819456,ER,0.029266930544583254,0.0,0.22323825943125591
3,1033.2162965095254,2413.7975519819456,R,0.02648927612373021,0.0,0.15325667838526713
3,1033.5334977514435,2555.785643275001,VER,0.03639038708658424,0.0,0.195654809714187
3,1033.5334977514435,2555.785643275001,ER,0.029406344771914568,0.0,0.2230421952191071
3,1033.5334977514435,2555.785643275001,R,0.02656831213566855,0.0,0.15334718057934346
3,1033.850082124449,2697.773734568057,VER,0.03634763866372885,0.0,0.19577205966895161
3,1033.850082124449,2697.773734568057,ER,0.029263765476457478,0.0,0.22330781411502135
3,1033.850082124449,2697.773734568057,R,0.02648363519316402,0.0,0.15338746838157913
3,1034.1666666666692,2839.7618258611124,VER,0.03622830167275438,0.0,0.19604439640027674
3,1034.1666666666692,2839.7618258611124,ER,0.029218443026023153,0.0,0.2237519516280165
3,1034.1666666666692,2839.7618258611124,R,0.02641425674859363,0.0,0.15414056660355682
