165,919,16,4,0,5,19,7,3,0,0,0,19,0,582
191,374,2,7,0,4,12,3,6,0,3,0,89,3,553
39,530,0,3,0,1,13,6,7,2,0,0,45,2,188
63,274,0,2,0,3,3,1,7,0,0,0,27,1,140
160,1078,0,9,0,8,19,1,5,0,0,0,13,0,429
26,455,0,3,0,2,7,3,5,1,0,0,6,0,814
137,2128,4,46,2,23,22,10,23,1,0,0,40,1,858
410,523,0,6,3,8,23,9,4,0,1,0,33,1,1674
292,697,11,68,0,11,37,55,41,3,1,0,164,5,1305
310,216,1,39,0,4,22,12,1,0,0,0,40,2,1579
257,281,3,16,0,4,12,46,1,3,0,0,23,1,1400
142,33,0,7,0,2,4,6,1,0,0,0,9,0,1187
396,20,2,20,0,1,9,14,0,1,0,0,2,0,2629
250,23,0,10,0,1,9,14,0,0,0,0,6,0,3314
242,56,2,125,0,1,0,1,1,0,0,0,22,0,1839
70,10,1,20,0,1,4,14,0,3,0,0,0,0,2017
2016,159,3,195,5,8,36,34,2,2,0,0,12,1,4492
1014,28,4,49,0,1,19,26,0,0,0,0,11,1,2618
967,48,4,25,0,3,39,10,0,0,0,0,50,2,2723
1860,81,3,87,0,7,29,30,7,0,3,0,32,1,4812
357,26,1,34,1,5,12,23,0,0,2,0,15,0,1756
1719,79,4,89,0,2,51,39,3,0,0,0,20,7,5594
1286,18,1,55,0,6,18,24,0,1,0,0,13,3,5482
1299,236,2,85,8,2,34,39,4,0,0,0,35,0,4002
1429,368,2,151,5,20,35,37,14,1,4,0,194,2,3755
1509,32,2,24,0,4,24,26,0,4,0,0,12,0,3488
566,117,1,13,0,2,29,22,7,0,0,0,67,0,2618
627,53,1,10,0,10,21,6,2,5,0,0,189,3,2202
1197,272,1,30,1,7,46,31,22,3,0,0,245,5,3350
1699,165,1,51,0,7,26,42,2,1,0,0,90,2,4569
1014,111,1,80,2,1,43,15,3,0,0,0,161,3,3773
1397,285,12,21,2,8,63,38,8,1,0,0,117,4,3886
1614,147,2,37,0,10,64,74,15,1,2,2,301,2,5304
409,104,0,34,0,7,23,8,4,3,1,0,311,9,1518
690,233,1,32,0,17,18,9,0,0,0,0,205,3,1912
333,45,0,8,0,1,14,8,2,3,0,0,78,1,1172
192,212,8,0,0,2,24,8,11,2,0,0,115,3,435
410,139,3,4,4,0,25,21,2,0,0,0,138,1,1363
1017,136,4,78,0,7,35,29,1,0,0,2,120,1,3769
611,487,1,20,7,5,52,27,12,12,1,0,183,2,2178
694,465,3,36,38,22,58,19,7,2,1,0,118,6,2082
270,77,0,30,0,5,15,18,4,0,0,0,14,0,1513
698,122,3,32,0,12,30,29,2,0,1,0,47,1,2983
344,31,0,2,0,1,4,6,0,0,0,0,2,1,1257
990,266,3,43,0,0,31,34,4,2,1,0,41,0,3419
747,1024,4,32,2,5,48,18,26,4,2,0,201,3,2490
1205,236,4,59,0,5,33,32,1,7,0,0,64,1,3866
1537,104,5,48,0,3,25,33,1,0,0,0,54,6,4900
848,119,0,14,0,3,28,17,3,0,0,0,28,1,3179
559,5,1,7,0,0,15,13,0,0,0,0,3,0,2217
792,16,0,7,0,5,18,20,0,1,0,0,13,1,3167
44,531,4,11,0,0,7,4,1,2,0,0,6,4,317
186,315,0,61,0,5,16,15,4,3,1,0,80,8,972
55,198,2,1,0,1,2,7,10,1,0,0,17,0,429
367,48,0,0,2,5,5,4,3,0,0,0,9,2,1201
123,458,6,2,0,6,16,10,2,2,0,0,10,2,684
55,448,0,3,0,10,10,5,4,0,0,0,11,0,239
483,19,1,4,0,0,7,14,0,0,1,0,11,0,2036
563,384,0,6,0,5,29,11,5,0,0,0,21,0,2159
1296,185,5,21,0,6,36,18,0,0,0,0,17,2,4166
779,92,1,16,0,2,23,26,3,0,0,0,0,2,3556
832,21,0,13,0,5,15,17,2,0,0,0,0,1,2142
1207,77,1,13,0,6,30,42,6,0,0,0,5,1,3031
236,467,6,34,0,14,18,31,31,0,0,1,87,10,1443
341,95,0,7,0,4,18,29,2,0,0,0,45,7,1281
544,427,4,25,0,7,36,50,6,1,1,0,67,5,1924
310,71,4,0,0,1,4,4,4,0,0,0,37,2,1216
265,117,3,3,0,5,11,11,2,3,0,0,19,1,1079
184,478,0,6,0,4,19,5,12,0,4,0,35,3,885
106,601,5,5,0,9,25,25,7,0,0,0,36,1,754
115,339,2,11,0,3,15,18,1,0,0,0,38,2,720
137,515,3,9,0,2,19,21,20,4,0,0,33,2,1071
120,714,1,4,1,15,22,11,21,1,0,0,105,0,537
88,964,0,13,15,12,21,13,11,0,0,0,95,1,619
86,234,0,4,0,2,15,2,8,0,2,0,15,2,388
11,173,0,0,0,2,2,1,0,0,0,0,7,0,99
27,487,0,0,0,3,12,3,3,1,0,0,2,1,503
28,356,0,15,0,1,10,11,4,0,0,0,4,0,296
39,610,0,26,0,7,11,2,5,0,0,0,15,1,346
92,302,1,5,0,3,3,1,13,0,0,0,3,0,1028
94,935,2,8,0,9,21,1,31,0,0,0,38,2,458
322,293,0,5,0,3,31,10,13,0,0,0,45,2,1087
115,313,3,4,0,5,18,54,5,0,1,0,48,0,973
142,436,0,8,0,6,19,19,17,0,0,0,13,1,2259
732,410,0,18,1,4,26,25,20,0,0,0,13,0,3897
206,798,1,9,0,3,29,18,9,2,0,0,24,0,1666
242,876,0,22,0,4,25,23,10,0,0,0,22,4,1251
338,1468,3,18,0,8,64,18,20,0,0,0,41,0,1278
655,1231,3,26,3,6,75,42,28,3,0,0,70,5,2777
575,664,2,22,0,1,46,32,29,3,2,0,11,1,2633
441,102,0,9,0,2,21,26,2,0,0,0,7,0,1847
286,151,0,7,3,1,19,7,3,1,2,0,17,1,1289
298,200,2,2,0,5,23,27,8,0,0,0,18,1,1477
379,150,0,20,0,0,19,24,5,0,0,0,0,0,2198
245,502,2,3,0,2,33,20,7,0,0,0,40,3,865
873,301,4,29,4,12,50,28,5,4,1,0,14,2,3148
407,304,0,6,0,6,27,18,2,0,0,0,30,0,1437
987,461,2,11,0,6,52,29,13,0,0,2,21,0,3050
1011,777,4,21,3,19,47,26,14,0,0,0,31,1,3390
803,135,4,33,0,5,15,20,2,0,0,0,9,0,2842
2008,421,3,33,0,14,64,27,6,0,1,0,13,9,5313
750,372,3,45,0,9,33,31,7,0,0,0,39,0,2640
245,6,0,3,0,2,2,5,0,0,0,0,0,0,1293
998,124,6,17,0,2,28,20,3,0,0,0,0,3,2697
804,87,0,3,0,0,17,16,4,0,0,0,13,3,3470
709,221,1,12,42,5,31,30,7,1,1,0,20,1,2433
920,68,2,8,6,2,22,26,0,0,0,0,7,0,3041
475,14,0,3,0,4,6,20,0,0,0,0,15,0,1906
1210,73,0,25,0,2,30,33,3,0,0,0,44,0,4833
3103,91,1,59,0,5,43,57,0,2,0,0,9,5,9509
1254,56,4,17,0,9,17,5,4,1,0,0,3,0,3447
1429,99,6,43,2,9,42,42,4,4,1,0,18,5,3842
1397,18,0,5,0,1,19,10,0,0,0,0,15,0,5073
61,98,0,8,0,4,2,4,3,0,0,0,28,0,551
709,184,0,52,0,2,34,38,8,0,0,0,4,2,3560
15,61,0,4,0,0,2,5,9,0,0,0,6,0,381
1914,1787,5,74,0,14,138,95,29,4,1,0,101,6,7087
790,177,0,6,0,11,48,31,0,0,0,2,11,2,1330
1903,24,2,495,0,5,35,20,1,0,0,3,17,1,3897
1821,35,1,409,0,2,33,27,0,0,2,0,14,4,4581
1408,36,0,146,0,3,32,16,3,0,0,0,14,2,2423
1585,45,3,139,0,4,19,13,1,1,0,0,17,1,3817
83,11,0,4,0,0,2,6,1,0,0,0,3,0,963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
