gisjoin,name,state,H72001_dp,H72002_dp,H72003_dp,H72004_dp,H72005_dp,H72006_dp,H72007_dp,H72008_dp,H72009_dp,H72010_dp,H72011_dp,H72012_dp,H72013_dp,H72014_dp,H72015_dp,H72016_dp,H72017_dp,H72018_dp,H72019_dp,H72020_dp,H72021_dp,H72022_dp,H72023_dp,H72024_dp,H72025_dp,H72026_dp,H72027_dp,H72028_dp,H72029_dp,H72030_dp,H72031_dp,H72032_dp,H72033_dp,H72034_dp,H72035_dp,H72036_dp,H72037_dp,H72038_dp,H72039_dp,H72040_dp,H72041_dp,H72042_dp,H72043_dp,H72044_dp,H72045_dp,H72046_dp,H72047_dp,H72048_dp,H72049_dp,H72050_dp,H72051_dp,H72052_dp,H72053_dp,H72054_dp,H72055_dp,H72056_dp,H72057_dp,H72058_dp,H72059_dp,H72060_dp,H72061_dp,H72062_dp,H72063_dp,H72064_dp,H72065_dp,H72066_dp,H72067_dp,H72068_dp,H72069_dp,H72070_dp,H72071_dp,H73001_dp,H73002_dp,H73003_dp,H73004_dp,H73005_dp,H73006_dp,H73007_dp,H73008_dp,H73009_dp,H73010_dp,H73011_dp,H73012_dp,H73013_dp,H73014_dp,H73015_dp,H73016_dp,H73017_dp,H73018_dp,H73019_dp,H73020_dp,H73021_dp,H73022_dp,H73023_dp,H73024_dp,H73025_dp,H73026_dp,H73027_dp,H73028_dp,H73029_dp,H73030_dp,H73031_dp,H73032_dp,H73033_dp,H73034_dp,H73035_dp,H73036_dp,H73037_dp,H73038_dp,H73039_dp,H73040_dp,H73041_dp,H73042_dp,H73043_dp,H73044_dp,H73045_dp,H73046_dp,H73047_dp,H73048_dp,H73049_dp,H73050_dp,H73051_dp,H73052_dp,H73053_dp,H73054_dp,H73055_dp,H73056_dp,H73057_dp,H73058_dp,H73059_dp,H73060_dp,H73061_dp,H73062_dp,H73063_dp,H73064_dp,H73065_dp,H73066_dp,H73067_dp,H73068_dp,H73069_dp,H73070_dp,H73071_dp,H73072_dp,H73073_dp,H74001_dp,H74002_dp,H74003_dp,H74004_dp,H74005_dp,H74006_dp,H74007_dp,H74008_dp,H74009_dp,H74010_dp,H74011_dp,H74012_dp,H74013_dp,H74014_dp,H74015_dp,H74016_dp,H74017_dp,H74018_dp,H74019_dp,H74020_dp,H74021_dp,H74022_dp,H74023_dp,H74024_dp,H74025_dp,H74026_dp,H74027_dp,H74028_dp,H74029_dp,H74030_dp,H74031_dp,H74032_dp,H74033_dp,H74034_dp,H74035_dp,H74036_dp,H74037_dp,H74038_dp,H74039_dp,H74040_dp,H74041_dp,H74042_dp,H74043_dp,H74044_dp,H74045_dp,H74046_dp,H74047_dp,H74048_dp,H74049_dp,H74050_dp,H74051_dp,H74052_dp,H74053_dp,H74054_dp,H74055_dp,H74056_dp,H74057_dp,H74058_dp,H74059_dp,H74060_dp,H74061_dp,H74062_dp,H74063_dp,H74064_dp,H74065_dp,H74066_dp,H74067_dp,H74068_dp,H74069_dp,H74070_dp,H74071_dp,H75001_dp,H75002_dp,H75003_dp,H75004_dp,H75005_dp,H75006_dp,H75007_dp,H75008_dp,H75009_dp,H75010_dp,H75011_dp,H75012_dp,H75013_dp,H75014_dp,H75015_dp,H75016_dp,H75017_dp,H75018_dp,H75019_dp,H75020_dp,H75021_dp,H75022_dp,H75023_dp,H75024_dp,H75025_dp,H75026_dp,H75027_dp,H75028_dp,H75029_dp,H75030_dp,H75031_dp,H75032_dp,H75033_dp,H75034_dp,H75035_dp,H75036_dp,H75037_dp,H75038_dp,H75039_dp,H75040_dp,H75041_dp,H75042_dp,H75043_dp,H75044_dp,H75045_dp,H75046_dp,H75047_dp,H75048_dp,H75049_dp,H75050_dp,H75051_dp,H75052_dp,H75053_dp,H75054_dp,H75055_dp,H75056_dp,H75057_dp,H75058_dp,H75059_dp,H75060_dp,H75061_dp,H75062_dp,H75063_dp,H75064_dp,H75065_dp,H75066_dp,H75067_dp,H75068_dp,H75069_dp,H75070_dp,H75071_dp,H75072_dp,H75073_dp,H80001_dp,H80002_dp,H80003_dp,H80004_dp,H80005_dp,H80006_dp,H80007_dp,H80008_dp,H80009_dp,H80010_dp,IFE001_dp,IFE002_dp,IFE003_dp,H72001_sf,H72002_sf,H72003_sf,H72004_sf,H72005_sf,H72006_sf,H72007_sf,H72008_sf,H72009_sf,H72010_sf,H72011_sf,H72012_sf,H72013_sf,H72014_sf,H72015_sf,H72016_sf,H72017_sf,H72018_sf,H72019_sf,H72020_sf,H72021_sf,H72022_sf,H72023_sf,H72024_sf,H72025_sf,H72026_sf,H72027_sf,H72028_sf,H72029_sf,H72030_sf,H72031_sf,H72032_sf,H72033_sf,H72034_sf,H72035_sf,H72036_sf,H72037_sf,H72038_sf,H72039_sf,H72040_sf,H72041_sf,H72042_sf,H72043_sf,H72044_sf,H72045_sf,H72046_sf,H72047_sf,H72048_sf,H72049_sf,H72050_sf,H72051_sf,H72052_sf,H72053_sf,H72054_sf,H72055_sf,H72056_sf,H72057_sf,H72058_sf,H72059_sf,H72060_sf,H72061_sf,H72062_sf,H72063_sf,H72064_sf,H72065_sf,H72066_sf,H72067_sf,H72068_sf,H72069_sf,H72070_sf,H72071_sf,H73001_sf,H73002_sf,H73003_sf,H73004_sf,H73005_sf,H73006_sf,H73007_sf,H73008_sf,H73009_sf,H73010_sf,H73011_sf,H73012_sf,H73013_sf,H73014_sf,H73015_sf,H73016_sf,H73017_sf,H73018_sf,H73019_sf,H73020_sf,H73021_sf,H73022_sf,H73023_sf,H73024_sf,H73025_sf,H73026_sf,H73027_sf,H73028_sf,H73029_sf,H73030_sf,H73031_sf,H73032_sf,H73033_sf,H73034_sf,H73035_sf,H73036_sf,H73037_sf,H73038_sf,H73039_sf,H73040_sf,H73041_sf,H73042_sf,H73043_sf,H73044_sf,H73045_sf,H73046_sf,H73047_sf,H73048_sf,H73049_sf,H73050_sf,H73051_sf,H73052_sf,H73053_sf,H73054_sf,H73055_sf,H73056_sf,H73057_sf,H73058_sf,H73059_sf,H73060_sf,H73061_sf,H73062_sf,H73063_sf,H73064_sf,H73065_sf,H73066_sf,H73067_sf,H73068_sf,H73069_sf,H73070_sf,H73071_sf,H73072_sf,H73073_sf,H74001_sf,H74002_sf,H74003_sf,H74004_sf,H74005_sf,H74006_sf,H74007_sf,H74008_sf,H74009_sf,H74010_sf,H74011_sf,H74012_sf,H74013_sf,H74014_sf,H74015_sf,H74016_sf,H74017_sf,H74018_sf,H74019_sf,H74020_sf,H74021_sf,H74022_sf,H74023_sf,H74024_sf,H74025_sf,H74026_sf,H74027_sf,H74028_sf,H74029_sf,H74030_sf,H74031_sf,H74032_sf,H74033_sf,H74034_sf,H74035_sf,H74036_sf,H74037_sf,H74038_sf,H74039_sf,H74040_sf,H74041_sf,H74042_sf,H74043_sf,H74044_sf,H74045_sf,H74046_sf,H74047_sf,H74048_sf,H74049_sf,H74050_sf,H74051_sf,H74052_sf,H74053_sf,H74054_sf,H74055_sf,H74056_sf,H74057_sf,H74058_sf,H74059_sf,H74060_sf,H74061_sf,H74062_sf,H74063_sf,H74064_sf,H74065_sf,H74066_sf,H74067_sf,H74068_sf,H74069_sf,H74070_sf,H74071_sf,H75001_sf,H75002_sf,H75003_sf,H75004_sf,H75005_sf,H75006_sf,H75007_sf,H75008_sf,H75009_sf,H75010_sf,H75011_sf,H75012_sf,H75013_sf,H75014_sf,H75015_sf,H75016_sf,H75017_sf,H75018_sf,H75019_sf,H75020_sf,H75021_sf,H75022_sf,H75023_sf,H75024_sf,H75025_sf,H75026_sf,H75027_sf,H75028_sf,H75029_sf,H75030_sf,H75031_sf,H75032_sf,H75033_sf,H75034_sf,H75035_sf,H75036_sf,H75037_sf,H75038_sf,H75039_sf,H75040_sf,H75041_sf,H75042_sf,H75043_sf,H75044_sf,H75045_sf,H75046_sf,H75047_sf,H75048_sf,H75049_sf,H75050_sf,H75051_sf,H75052_sf,H75053_sf,H75054_sf,H75055_sf,H75056_sf,H75057_sf,H75058_sf,H75059_sf,H75060_sf,H75061_sf,H75062_sf,H75063_sf,H75064_sf,H75065_sf,H75066_sf,H75067_sf,H75068_sf,H75069_sf,H75070_sf,H75071_sf,H75072_sf,H75073_sf,H80001_sf,H80002_sf,H80003_sf,H80004_sf,H80005_sf,H80006_sf,H80007_sf,H80008_sf,H80009_sf,H80010_sf,IFE001_sf,IFE002_sf,IFE003_sf,STATE,COUNTY,TRACT,GEOID10
G3900590977100,Census Tract 9771,39,4607,4564,4531,12,13,5,0,3,43,39,8,22,7,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607,39,4568,4529,4501,12,11,5,0,0,39,37,8,22,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,3260,3231,11,13,5,0,0,18,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,16,3262,3244,3217,11,11,5,0,0,18,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,1623,664,4607,4549,4487,40,13,5,0,4,58,57,11,23,6,0,2,14,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607,39,4568,4513,4455,39,12,5,0,2,55,54,11,21,6,0,2,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,3254,3214,23,12,4,0,1,24,23,1,17,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,16,3262,3239,3201,23,11,4,0,0,23,22,1,16,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,1625,662,39,059,977100,39059977100
G3900590977200,Census Tract 9772,39,4823,4765,4724,14,11,11,2,3,58,56,17,22,8,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4823,31,4792,4746,4707,14,11,11,2,1,46,45,15,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3737,3707,3691,6,6,2,0,2,30,30,8,16,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737,18,3719,3693,3678,6,6,2,0,1,26,26,8,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,31,2228,1870,358,4821,4767,4717,17,14,11,3,5,54,53,15,21,6,0,7,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4821,34,4787,4743,4700,17,10,11,3,2,44,44,14,21,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,3717,3680,12,11,8,3,3,31,30,5,18,2,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,20,3728,3700,3669,12,8,8,3,0,28,28,5,18,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,31,2228,1874,354,39,059,977200,39059977200
G3900590977300,Census Tract 9773,39,3629,3513,3360,118,6,17,0,12,116,86,60,18,2,1,5,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,36,3593,3482,3339,118,6,17,0,2,111,81,60,18,0,1,2,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735,2687,2584,82,4,8,0,9,48,31,17,11,0,1,2,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735,17,2718,2670,2574,82,4,8,0,2,48,31,17,11,0,1,2,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,133,62,0,71,0,13,0,0,13,1749,1512,237,3629,3506,3346,118,7,18,1,16,123,93,61,18,3,2,5,1,1,0,1,0,0,0,1,0,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,42,3587,3473,3327,118,7,18,1,2,114,87,60,18,2,2,2,1,1,0,1,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,2688,2581,82,5,10,0,10,53,39,15,14,3,2,3,1,0,0,0,0,0,0,1,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,21,2720,2670,2571,82,5,10,0,2,50,36,15,14,2,2,2,1,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,126,61,0,65,0,16,0,0,16,1749,1517,232,39,059,977300,39059977300
G3900590977400,Census Tract 9774,39,3673,3578,3389,147,11,13,0,18,95,91,63,12,6,0,6,0,2,0,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673,33,3640,3552,3374,146,10,13,0,9,88,84,63,12,6,0,0,0,2,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,2946,2779,130,11,13,0,13,36,35,15,11,3,0,4,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,19,2963,2931,2772,129,10,13,0,7,32,31,15,11,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,141,0,0,141,0,123,0,0,123,1731,1571,160,3671,3579,3401,146,6,11,1,14,92,84,56,11,9,0,3,1,2,0,0,0,1,1,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,28,3643,3556,3384,146,6,11,1,8,87,79,56,11,9,0,0,1,2,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965,2929,2779,122,5,11,1,11,36,34,15,10,4,0,1,1,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965,14,2951,2917,2771,122,5,11,1,7,34,32,15,10,4,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,147,0,0,147,0,124,0,0,124,1731,1568,163,39,059,977400,39059977400
G3900590977500,Census Tract 9775,39,3440,3358,3223,104,13,10,1,7,82,80,54,14,2,2,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,40,3400,3324,3197,103,13,8,1,2,76,74,54,14,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,2446,2368,55,8,10,0,5,36,35,17,11,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,19,2463,2428,2358,54,8,8,0,0,35,34,17,11,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,9,1562,1372,190,3442,3357,3224,104,15,6,0,8,85,79,52,18,4,0,4,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,40,3402,3324,3201,101,13,6,0,3,78,74,52,18,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,2442,2370,55,9,4,0,4,34,30,13,14,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,21,2455,2423,2358,54,7,4,0,0,32,29,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,1562,1374,188,39,059,977500,39059977500
G3900590977600,Census Tract 9776,39,3128,3064,2970,57,14,15,1,7,64,62,44,14,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3128,38,3090,3027,2940,54,13,14,1,5,63,61,44,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2435,2410,2346,36,14,12,1,1,25,23,5,14,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2435,28,2407,2383,2323,35,13,11,1,0,24,22,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,11,0,11,0,0,6,0,0,6,1702,1475,227,3124,3050,2964,61,9,12,1,3,74,70,49,13,2,0,5,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,45,3079,3013,2933,57,8,12,1,2,66,65,49,13,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,2401,2341,39,9,9,1,2,33,31,12,12,2,0,4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,28,2406,2378,2321,38,8,9,1,1,28,27,12,12,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,7,0,0,11,0,0,11,1702,1477,225,39,059,977600,39059977600
G3900590977700,Census Tract 9777,39,3810,3773,3715,24,9,18,0,7,37,37,13,13,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810,41,3769,3739,3684,24,9,18,0,4,30,30,13,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,2990,2948,16,7,17,0,2,22,22,0,12,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,34,2978,2962,2922,16,7,17,0,0,16,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,0,0,30,0,12,0,0,12,1767,1562,205,3813,3781,3707,34,8,23,0,9,32,32,11,13,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3813,36,3777,3750,3681,34,8,23,0,4,27,27,11,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010,2994,2941,22,6,19,0,6,16,16,2,10,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010,28,2982,2969,2921,22,6,19,0,1,13,13,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,0,0,31,0,10,0,0,10,1767,1566,201,39,059,977700,39059977700
