start_id,start_geoid,start_lat,start_lon,end_id,end_geoid,end_lat,end_lon,density
0,39049000110,+40.0589918,-083.0127611,55,39049004300,+39.9690009,-083.0471008,1.0
0,39049000110,+40.0589918,-083.0127611,57,39049004610,+39.9481019,-083.0842653,1.0
0,39049000110,+40.0589918,-083.0127611,63,39049005000,+39.9539794,-083.0297042,1.0
0,39049000110,+40.0589918,-083.0127611,99,39049006395,+40.0703960,-083.0864651,1.0
0,39049000110,+40.0589918,-083.0127611,187,39049008120,+39.9469893,-083.1294798,1.0
0,39049000110,+40.0589918,-083.0127611,188,39049008132,+39.9413151,-083.1492604,1.0
0,39049000110,+40.0589918,-083.0127611,190,39049008142,+39.9693378,-083.1406324,1.0
1,39049000120,+40.0510465,-083.0236812,10,39049000600,+40.0158960,-083.0059730,2.0
1,39049000120,+40.0510465,-083.0236812,25,39049001500,+39.9916118,-082.9778815,1.0
1,39049000120,+40.0510465,-083.0236812,63,39049005000,+39.9539794,-083.0297042,1.0
1,39049000120,+40.0510465,-083.0236812,88,39049006353,+40.0585940,-083.0694503,2.0
1,39049000120,+40.0510465,-083.0236812,188,39049008132,+39.9413151,-083.1492604,1.0
2,39049000210,+40.0438151,-083.0050977,99,39049006395,+40.0703960,-083.0864651,2.0
3,39049000220,+40.0369883,-083.0113311,63,39049005000,+39.9539794,-083.0297042,1.0
3,39049000220,+40.0369883,-083.0113311,191,39049008161,+39.9003778,-083.1397256,1.0
3,39049000220,+40.0369883,-083.0113311,196,39049008230,+39.9464381,-083.1161246,2.0
3,39049000220,+40.0369883,-083.0113311,223,39049009210,+39.9785878,-082.8767518,1.0
4,39049000310,+40.0361932,-082.9938588,16,39049000910,+40.0162410,-082.9733326,1.0
4,39049000310,+40.0361932,-082.9938588,77,39049006100,+39.9255085,-082.9905758,2.0
4,39049000310,+40.0361932,-082.9938588,115,39049006931,+40.0817154,-082.9672126,2.0
4,39049000310,+40.0361932,-082.9938588,121,39049006945,+40.0925469,-082.9580378,1.0
4,39049000310,+40.0361932,-082.9938588,184,39049007954,+39.9957830,-083.1449176,2.0
4,39049000310,+40.0361932,-082.9938588,223,39049009210,+39.9785878,-082.8767518,1.0
4,39049000310,+40.0361932,-082.9938588,225,39049009230,+39.9638341,-082.8914879,1.0
5,39049000320,+40.0381592,-082.9834210,16,39049000910,+40.0162410,-082.9733326,1.0
5,39049000320,+40.0381592,-082.9834210,63,39049005000,+39.9539794,-083.0297042,1.0
5,39049000320,+40.0381592,-082.9834210,199,39049008311,+39.9417347,-083.1024707,1.0
5,39049000320,+40.0381592,-082.9834210,279,39049010500,+40.1098381,-083.1427495,1.0
6,39049000330,+40.0278720,-082.9858868,16,39049000910,+40.0162410,-082.9733326,1.0
6,39049000330,+40.0278720,-082.9858868,77,39049006100,+39.9255085,-082.9905758,2.0
6,39049000330,+40.0278720,-082.9858868,134,39049007115,+40.0869438,-082.9401113,1.0
6,39049000330,+40.0278720,-082.9858868,247,39049009373,+39.9147343,-082.8492315,1.0
6,39049000330,+40.0278720,-082.9858868,249,39049009381,+39.9689202,-082.8132180,1.0
7,39049000410,+40.0289957,-083.0194484,25,39049001500,+39.9916118,-082.9778815,1.0
7,39049000410,+40.0289957,-083.0194484,187,39049008120,+39.9469893,-083.1294798,1.0
7,39049000410,+40.0289957,-083.0194484,197,39049008241,+39.9766892,-083.0785065,1.0
7,39049000410,+40.0289957,-083.0194484,227,39049009250,+39.9581858,-082.8813672,1.0
7,39049000410,+40.0289957,-083.0194484,249,39049009381,+39.9689202,-082.8132180,1.0
8,39049000420,+40.0276642,-083.0062522,194,39049008164,+39.9338674,-083.1338778,1.0
8,39049000420,+40.0276642,-083.0062522,227,39049009250,+39.9581858,-082.8813672,1.0
9,39049000500,+40.0208195,-083.0082107,46,39049002800,+39.9730449,-082.9648487,1.0
9,39049000500,+40.0208195,-083.0082107,91,39049006383,+40.1225062,-083.0948987,1.0
9,39049000500,+40.0208195,-083.0082107,155,39049007427,+40.0046374,-082.8564221,2.0
9,39049000500,+40.0208195,-083.0082107,249,39049009381,+39.9689202,-082.8132180,1.0
10,39049000600,+40.0158960,-083.0059730,23,39049001300,+39.9983165,-083.0011748,1.0
10,39049000600,+40.0158960,-083.0059730,88,39049006353,+40.0585940,-083.0694503,2.0
10,39049000600,+40.0158960,-083.0059730,265,39049009600,+39.8889368,-083.1000182,1.0
11,39049000710,+40.0192278,-082.9890673,47,39049002900,+39.9757645,-082.9751700,2.0
11,39049000710,+40.0192278,-082.9890673,146,39049007209,+40.0672159,-082.8541782,1.0
11,39049000710,+40.0192278,-082.9890673,245,39049009371,+39.9432855,-082.8386795,1.0
12,39049000720,+40.0046846,-082.9869745,150,39049007395,+39.9905848,-082.8081891,1.0
12,39049000720,+40.0046846,-082.9869745,151,39049007396,+40.0133020,-082.7937913,1.0
12,39049000720,+40.0046846,-082.9869745,248,39049009374,+39.9255728,-082.8288008,2.0
13,39049000730,+40.0050776,-082.9736696,46,39049002800,+39.9730449,-082.9648487,1.0
13,39049000730,+40.0050776,-082.9736696,57,39049004610,+39.9481019,-083.0842653,1.0
13,39049000730,+40.0050776,-082.9736696,204,39049008340,+39.9247568,-083.0331913,2.0
13,39049000730,+40.0050776,-082.9736696,278,39049010400,+40.1246594,-083.1607484,2.0
14,39049000810,+40.0265433,-082.9761993,18,39049001000,+40.0096828,-083.0031623,2.0
14,39049000810,+40.0265433,-082.9761993,205,39049008350,+39.9244034,-083.1061950,1.0
14,39049000810,+40.0265433,-082.9761993,249,39049009381,+39.9689202,-082.8132180,1.0
14,39049000810,+40.0265433,-082.9761993,260,39049009450,+39.8465890,-082.8213099,2.0
15,39049000820,+40.0257183,-082.9631919,39,39049002710,+39.9799914,-082.9192524,2.0
15,39049000820,+40.0257183,-082.9631919,56,39049004500,+39.9583312,-083.0663570,1.0
15,39049000820,+40.0257183,-082.9631919,121,39049006945,+40.0925469,-082.9580378,2.0
15,39049000820,+40.0257183,-082.9631919,224,39049009220,+39.9622550,-082.8994151,1.0
16,39049000910,+40.0162410,-082.9733326,39,39049002710,+39.9799914,-082.9192524,2.0
16,39049000910,+40.0162410,-082.9733326,51,39049003700,+39.9627013,-082.9535872,1.0
16,39049000910,+40.0162410,-082.9733326,193,39049008163,+39.9404250,-083.1362465,1.0
17,39049000920,+40.0163266,-082.9626323,25,39049001500,+39.9916118,-082.9778815,1.0
17,39049000920,+40.0163266,-082.9626323,193,39049008163,+39.9404250,-083.1362465,1.0
