start_id,start_geoid,start_lat,start_lon,end_id,end_geoid,end_lat,end_lon,density
0,39049000110,+40.0589918,-083.0127611,69,39049005500,+39.9460765,-082.9603156,3.0
0,39049000110,+40.0589918,-083.0127611,189,39049008141,+39.9588934,-083.1705113,1.0
0,39049000110,+40.0589918,-083.0127611,245,39049009371,+39.9432855,-082.8386795,2.0
1,39049000120,+40.0510465,-083.0236812,10,39049000600,+40.0158960,-083.0059730,2.0
1,39049000120,+40.0510465,-083.0236812,166,39049007551,+40.0258470,-082.9209676,2.0
1,39049000120,+40.0510465,-083.0236812,248,39049009374,+39.9255728,-082.8288008,3.0
2,39049000210,+40.0438151,-083.0050977,245,39049009371,+39.9432855,-082.8386795,1.0
2,39049000210,+40.0438151,-083.0050977,276,39049010200,+39.8881595,-082.8310039,1.0
3,39049000220,+40.0369883,-083.0113311,164,39049007534,+40.0325524,-082.9464802,3.0
3,39049000220,+40.0369883,-083.0113311,196,39049008230,+39.9464381,-083.1161246,2.0
4,39049000310,+40.0361932,-082.9938588,63,39049005000,+39.9539794,-083.0297042,2.0
4,39049000310,+40.0361932,-082.9938588,114,39049006924,+40.0657479,-082.9855990,2.0
4,39049000310,+40.0361932,-082.9938588,134,39049007115,+40.0869438,-082.9401113,2.0
4,39049000310,+40.0361932,-082.9938588,260,39049009450,+39.8465890,-082.8213099,3.0
5,39049000320,+40.0381592,-082.9834210,99,39049006395,+40.0703960,-083.0864651,3.0
5,39049000320,+40.0381592,-082.9834210,128,39049007044,+40.1298195,-083.0048612,1.0
6,39049000330,+40.0278720,-082.9858868,16,39049000910,+40.0162410,-082.9733326,2.0
6,39049000330,+40.0278720,-082.9858868,56,39049004500,+39.9583312,-083.0663570,2.0
6,39049000330,+40.0278720,-082.9858868,123,39049006990,+40.1163349,-082.9624569,3.0
6,39049000330,+40.0278720,-082.9858868,207,39049008370,+39.9082664,-083.0769075,3.0
6,39049000330,+40.0278720,-082.9858868,279,39049010500,+40.1098381,-083.1427495,3.0
7,39049000410,+40.0289957,-083.0194484,63,39049005000,+39.9539794,-083.0297042,3.0
7,39049000410,+40.0289957,-083.0194484,166,39049007551,+40.0258470,-082.9209676,3.0
9,39049000500,+40.0208195,-083.0082107,115,39049006931,+40.0817154,-082.9672126,2.0
9,39049000500,+40.0208195,-083.0082107,197,39049008241,+39.9766892,-083.0785065,3.0
9,39049000500,+40.0208195,-083.0082107,207,39049008370,+39.9082664,-083.0769075,2.0
9,39049000500,+40.0208195,-083.0082107,260,39049009450,+39.8465890,-082.8213099,1.0
10,39049000600,+40.0158960,-083.0059730,166,39049007551,+40.0258470,-082.9209676,2.0
10,39049000600,+40.0158960,-083.0059730,227,39049009250,+39.9581858,-082.8813672,3.0
11,39049000710,+40.0192278,-082.9890673,131,39049007112,+40.0723936,-082.9426101,3.0
11,39049000710,+40.0192278,-082.9890673,176,39049007921,+40.0441063,-083.1789442,1.0
