white,black,aian,aapi,others,nva,va,nh,h,total,diff
0.1090122,0.863439591,0.005903188,0.005116096,0.016528926,0.293978749,0.706021251,0.989767808,0.010232192,2541,15
0.041955017,0.907871972,0.00216263,0.030709343,0.017301038,0.434256055,0.565743945,0.974913495,0.025086505,2312,14
0.68917577,0.257861635,0.003310162,0.035087719,0.014564714,0.061900033,0.938099967,0.971532605,0.028467395,3021,-12
0.853150166,0.068687826,0.002368546,0.039317859,0.036475604,0.031264803,0.968735197,0.922311701,0.077688299,2111,-18
0.173381295,0.802877698,0.004316547,0.002877698,0.016546763,0.21294964,0.78705036,0.974100719,0.025899281,1390,6
0.305590452,0.664258794,0.005967337,0.007537688,0.016645729,0.227072864,0.772927136,0.981155779,0.018844221,3184,9
0.517730496,0.462629569,0.003818876,0.007092199,0.00872886,0.151118385,0.848881615,0.98254228,0.01745772,1833,-15
0.669016567,0.27670074,0.00352485,0.039478322,0.011279521,0.017624251,0.982375749,0.967923863,0.032076137,2837,-9
0.37933635,0.595022624,0.003770739,0.002262443,0.019607843,0.309200603,0.690799397,0.963800905,0.036199095,1326,-8
0.831780822,0.090958904,0.002374429,0.04803653,0.026849315,0.117990868,0.882009132,0.965844749,0.034155251,5475,10
0.806704135,0.135086311,0.00541951,0.012444801,0.040345243,0.287635488,0.712364512,0.958651144,0.041348856,4982,17
0.893875076,0.057307459,0.003335355,0.010915706,0.034566404,0.18405094,0.81594906,0.955730746,0.044269254,3298,11
0.750294464,0.147232038,0.005104044,0.023949745,0.073419709,0.323910483,0.676089517,0.916764821,0.083235179,2547,19
0.570310848,0.328822161,0.007612603,0.017762741,0.075491647,0.327764855,0.672235145,0.923028124,0.076971876,4729,14
0.832207608,0.099182368,0.003910416,0.025239957,0.039459652,0.264130821,0.735869179,0.949520085,0.050479915,2813,-10
0.722001589,0.197378872,0.003177125,0.024622716,0.052819698,0.268069897,0.731930103,0.937648928,0.062351072,2518,-8
0.708911614,0.222790358,0.003287071,0.0206355,0.044375457,0.261869978,0.738130022,0.938458729,0.061541271,5476,5
0.806996621,0.156231366,0.006161797,0.009143311,0.021466905,0.289405685,0.710594315,0.980322004,0.019677996,5031,13
0.433882103,0.528943176,0.005310674,0.010621349,0.021242698,0.344131705,0.655868295,0.980881572,0.019118428,1883,-12
0.914296998,0.054897314,0.001579779,0.022906793,0.006319115,0.05450237,0.94549763,0.977093207,0.022906793,2532,-12
0.225342695,0.752591107,0.003009027,0.006352391,0.012704781,0.243731194,0.756268806,0.981611501,0.018388499,2991,-12
0.069017254,0.912228057,0.004501125,0.001500375,0.012753188,0.317329332,0.682670668,0.987246812,0.012753188,1333,-20
0.084366063,0.887511916,0.002383222,0.003336511,0.022402288,0.317445186,0.682554814,0.981410867,0.018589133,2098,0
0.083190184,0.884662577,0.003190184,0.003435583,0.025521472,0.298650307,0.701349693,0.977177914,0.022822086,4075,16
0.33725721,0.630959388,0.005297234,0.001177163,0.025309005,0.318422602,0.681577398,0.978222484,0.021777516,1699,-9
0.639935196,0.330093155,0.004050223,0.005670312,0.020251114,0.283920616,0.716079384,0.975293641,0.024706359,2469,-12
0.921398601,0.052307692,0.002237762,0.019020979,0.005034965,0.06041958,0.93958042,0.979020979,0.020979021,3575,-6
0.930511182,0.048322684,0.000399361,0.009984026,0.010782748,0.09784345,0.90215655,0.979632588,0.020367412,2504,-3
0.907543698,0.059337626,0.004599816,0.011959522,0.016559338,0.177092916,0.822907084,0.973321067,0.026678933,2174,-8
0.242694805,0.719561688,0.006899351,0.012175325,0.018668831,0.282873377,0.717126623,0.984983766,0.015016234,2464,3
0.522797698,0.442231076,0.001328021,0.00354139,0.030101815,0.376272687,0.623727313,0.978308986,0.021691014,2259,-13
0.789270386,0.177682403,0.010300429,0.003004292,0.019742489,0.256652361,0.743347639,0.972103004,0.027896996,2330,11
0.858808894,0.029077904,0.000932981,0.092365107,0.018815114,0.186907168,0.813092832,0.967345669,0.032654331,6431,-14
0.722179109,0.033291945,0.000931243,0.222334316,0.021263387,0.225593668,0.774406332,0.966940866,0.033059134,12886,15
0.905309435,0.011836321,0,0.077612445,0.005241799,0.320764288,0.679235712,0.989516402,0.010483598,5914,-10
0.94566947,0.006365083,0.001136622,0.038417822,0.008411003,0.237326665,0.762673335,0.986587861,0.013412139,4399,-15
0.921091811,0.008436725,0.001488834,0.059801489,0.009181141,0.215384615,0.784615385,0.985856079,0.014143921,4030,-12
0.903127847,0.010932281,0.001214698,0.072881871,0.011843304,0.194959004,0.805040996,0.984816277,0.015183723,3293,-13
0.937392427,0.007745267,0.001290878,0.042383821,0.011187608,0.243760757,0.756239243,0.980851979,0.019148021,4648,-14
0.878519974,0.01113294,0.000654879,0.100196464,0.009495743,0.236083824,0.763916176,0.98853962,0.01146038,3054,-10
0.878722252,0.050893341,0.000812128,0.053329724,0.016242555,0.149431511,0.850568489,0.973470493,0.026529507,3694,14
0.678314491,0.07571086,0.002740665,0.20829051,0.034943474,0.092840014,0.907159986,0.926687222,0.073312778,2919,-9
0.749312557,0.060265811,0.001374885,0.121906508,0.067140238,0.143904675,0.856095325,0.912465628,0.087534372,4364,9
0.770036502,0.058244723,0.00126964,0.12394858,0.046500555,0.250277734,0.749722266,0.918584352,0.081415648,6301,11
0.73273703,0.089624329,0.001252236,0.117352415,0.059033989,0.234168157,0.765831843,0.906618962,0.093381038,5590,10
0.806851059,0.062724222,0.001967365,0.084133781,0.044323574,0.252401342,0.747598658,0.93195232,0.06804768,8641,15
0.828665568,0.041350906,0.001647446,0.100988468,0.027347611,0.243492586,0.756507414,0.957990115,0.042009885,6070,-6
0.768092105,0.054276316,0.000548246,0.148300439,0.028782895,0.235471491,0.764528509,0.945723684,0.054276316,3648,-8
0.832747456,0.050878816,0.002035153,0.079555967,0.034782609,0.192414431,0.807585569,0.938575393,0.061424607,5405,-5
0.903670698,0.02524931,0.000212179,0.063653724,0.007214089,0.28113728,0.71886272,0.980267346,0.019732654,4713,-9
0.901639344,0.02008774,0.001385361,0.069498961,0.007388594,0.232509813,0.767490187,0.980374048,0.019625952,4331,-17
0.847598761,0.040472502,0.00348567,0.094500387,0.01394268,0.264329977,0.735670023,0.96979086,0.03020914,5164,4
0.881129272,0.044205052,0.001114413,0.049034175,0.024517088,0.27191679,0.72808321,0.958023774,0.041976226,2692,-10
0.767085077,0.042398884,0.00251046,0.157322176,0.030683403,0.146443515,0.853556485,0.964295676,0.035704324,3585,17
0.828005725,0.04389313,0.001908397,0.095658397,0.030534351,0.155772901,0.844227099,0.942509542,0.057490458,4192,-4
0.953974895,0.009509319,0,0.027386839,0.009128946,0.219855458,0.780144542,0.988588817,0.011411183,2629,-13
0.900864029,0.005911778,0.001591633,0.080491132,0.011141428,0.260800364,0.739199636,0.981355161,0.018644839,4398,-16
0.973814774,0.002480706,0.00137817,0.016813671,0.005512679,0.321113561,0.678886439,0.9853914,0.0146086,3628,-15
0.96642562,0.012654959,0.000258264,0.014721074,0.005940083,0.25697314,0.74302686,0.987345041,0.012654959,3872,-8
0.9289534,0.031703591,0.000763942,0.021390374,0.017188694,0.216195569,0.783804431,0.980901451,0.019098549,2618,-13
0.959463487,0.012220566,0.000298063,0.020268256,0.007749627,0.235469449,0.764530551,0.986587183,0.013412817,3355,-7
0.90605952,0.04697024,0.000358551,0.026174256,0.020437433,0.23449265,0.76550735,0.982430979,0.017569021,2789,-3
0.970713274,0.008030231,0,0.012753897,0.008502598,0.235238545,0.764761455,0.985356637,0.014643363,2117,-14
0.74884295,0.201172478,0.002776921,0.023141006,0.024066646,0.152730639,0.847269361,0.974082073,0.025917927,3241,16
0.949675325,0.028138528,0,0.012445887,0.00974026,0.1504329,0.8495671,0.984848485,0.015151515,1848,-5
0.958305758,0.00595632,0.000661813,0.023825281,0.011250827,0.24950364,0.75049636,0.992720053,0.007279947,1511,-10
0.685190748,0.19525383,0.001802343,0.019224992,0.098528087,0.21327726,0.78672274,0.861519976,0.138480024,3329,16
0.644929797,0.28174727,0.004056162,0.033697348,0.035569423,0.227457098,0.772542902,0.932293292,0.067706708,3205,4
0.552293065,0.390659955,0.001118568,0.020693512,0.035234899,0.196588367,0.803411633,0.958612975,0.041387025,3576,16
0.435118265,0.462877792,0.003120894,0.031537451,0.067345598,0.257227332,0.742772668,0.87565703,0.12434297,6088,11
0.435915129,0.489046058,0.00172503,0.037260652,0.036053131,0.254786959,0.745213041,0.944626531,0.055373469,5797,15
0.282859941,0.651518119,0.006072478,0.008031342,0.051518119,0.302056807,0.697943193,0.887561214,0.112438786,5105,12
0.559440559,0.388986014,0.001748252,0.019230769,0.030594406,0.263111888,0.736888112,0.944055944,0.055944056,1144,-7
0.618177666,0.328613839,0.001370176,0.018040649,0.033797671,0.271751541,0.728248459,0.949075131,0.050924869,4379,9
0.726593625,0.233565737,0.001743028,0.014940239,0.023157371,0.188994024,0.811005976,0.965388446,0.034611554,4016,-3
0.392103735,0.501838591,0.004451326,0.021676021,0.079930327,0.254693246,0.745306754,0.867234372,0.132765628,5167,10
0.959588538,0.008817046,0,0.025716385,0.005878031,0.138501102,0.861498898,0.9904482,0.0095518,2722,-13
0.744912674,0.180740266,0.003204615,0.016503765,0.05463868,0.235699407,0.764300593,0.919724403,0.080275597,6241,11
0.808259587,0.16867793,0.00160901,0.010726736,0.010726736,0.147492625,0.852507375,0.980691874,0.019308126,3729,-7
0.938586696,0.034774286,0.001435636,0.012761206,0.012442176,0.229063647,0.770936353,0.981017706,0.018982294,6269,-9
0.878550441,0.028893242,0.00244858,0.080803134,0.009304603,0.157688541,0.842311459,0.968168462,0.031831538,2042,-15
0.784774911,0.100151745,0.001770359,0.064997471,0.048305513,0.201315124,0.798684876,0.904653515,0.095346485,3954,-7
0.73168084,0.09317894,0.00199023,0.156323503,0.016826488,0.207164827,0.792835173,0.967613534,0.032386466,5527,13
0.777929527,0.108440317,0.001092598,0.064463261,0.048074297,0.244468724,0.755531276,0.917782027,0.082217973,3661,-10
0.786734141,0.097415507,0.00144587,0.094343033,0.020061449,0.25537683,0.74462317,0.952105549,0.047894451,5533,12
0.540392601,0.386372216,0.002076255,0.040581351,0.030577576,0.258021895,0.741978105,0.930351076,0.069648924,5298,15
0.579310345,0.348798328,0.00292581,0.033855799,0.035109718,0.310971787,0.689028213,0.943573668,0.056426332,4785,8
0.665250637,0.277824979,0.003398471,0.025063721,0.028462192,0.230033985,0.769966015,0.954120646,0.045879354,4708,10
0.467269927,0.440700809,0.001732769,0.018675395,0.071621101,0.24432037,0.75567963,0.91413169,0.08586831,5194,12
0.826078235,0.129187563,0.001203611,0.015045135,0.028485456,0.292678034,0.707321966,0.964292879,0.035707121,4985,1
0.771223815,0.138643881,0.002894157,0.063671444,0.023566703,0.209757442,0.790242558,0.964167585,0.035832415,7256,5
0.930673959,0.040051472,0.001447644,0.016728326,0.011098601,0.235644201,0.764355799,0.983432524,0.016567476,6217,-13
0.901156344,0.070014256,0.002376049,0.016632346,0.009821004,0.216854111,0.783145889,0.985426897,0.014573103,6313,-9
0.832178037,0.115651222,0.001824152,0.027727107,0.022619482,0.258299891,0.741700109,0.961692813,0.038307187,2741,11
0.700661736,0.225184897,0.004087193,0.039314909,0.030751265,0.244842351,0.755157649,0.962826002,0.037173998,5138,8
0.947454844,0.011494253,0.009852217,0.024630542,0.006568144,0.218390805,0.781609195,0.995073892,0.004926108,609,-6
0.596140351,0.339649123,0.00245614,0.025964912,0.035789474,0.251578947,0.748421053,0.953684211,0.046315789,2850,-11
0.870917085,0.034547739,0.000628141,0.083228643,0.010678392,0.322550251,0.677449749,0.990577889,0.009422111,3184,-9
0.877573428,0.076859731,0.000548998,0.032939885,0.012077958,0.128740049,0.871259951,0.976667582,0.023332418,3643,-9
0.850268686,0.097948217,0.001221299,0.037371764,0.013190034,0.153395213,0.846604787,0.97630679,0.02369321,4094,-3
0.780184659,0.084161932,0.001242898,0.124644886,0.009765625,0.22709517,0.77290483,0.979758523,0.020241477,5632,9
0.893911325,0.034457206,0.000617513,0.060392738,0.010621218,0.333950846,0.666049154,0.978757565,0.021242435,8097,-8
0.861388437,0.087880195,0.001393081,0.04051544,0.008822847,0.239029487,0.760970513,0.980729046,0.019270954,8614,13
0.900897666,0.050628366,0.002872531,0.037342908,0.008258528,0.258527828,0.741472172,0.988868941,0.011131059,2785,-15
0.66108177,0.284738663,0.001639046,0.028045893,0.024494628,0.255144782,0.744855218,0.961027135,0.038972865,10982,9
0.700973286,0.257610271,0.001449575,0.024125078,0.015841789,0.303271899,0.696728101,0.971422655,0.028577345,9658,11
0.781787584,0.151645475,0.002804787,0.032909499,0.030852655,0.251121915,0.748878085,0.959237098,0.040762902,5348,16
0.854603626,0.103803768,0.002843939,0.014575187,0.02417348,0.240312833,0.759687167,0.965872734,0.034127266,2813,-7
0.909254591,0.055455528,0.001800504,0.014764134,0.018725243,0.209578682,0.790421318,0.981634858,0.018365142,2777,-8
0.788770506,0.161001184,0.001691189,0.031625233,0.016911889,0.278200575,0.721799425,0.976999831,0.023000169,5913,14
0.812954747,0.11783496,0.001952085,0.051464064,0.015794144,0.237622005,0.762377995,0.978349601,0.021650399,5635,13
0.791247367,0.163585303,0.002340276,0.028083314,0.01474374,0.290896326,0.709103674,0.980809736,0.019190264,4273,-10
0.090705487,0.888577828,0.002239642,0.004479283,0.01399776,0.325307951,0.674692049,0.991041433,0.008958567,1786,-17
0.089299266,0.885403491,0.003541614,0.002782697,0.018972932,0.265368075,0.734631925,0.981785985,0.018214015,3953,-13
0.235547355,0.731549815,0.008302583,0.001845018,0.022755228,0.355781058,0.644218942,0.979397294,0.020602706,3252,15
0.357497929,0.516155758,0.004556752,0.022369511,0.09942005,0.287489644,0.712510356,0.854598177,0.145401823,2414,8
0.126865672,0.780099502,0.002487562,0.008457711,0.082089552,0.32238806,0.67761194,0.910447761,0.089552239,2010,-5
0.166666667,0.772309711,0.002624672,0.010498688,0.047900262,0.25,0.75,0.918635171,0.081364829,1524,-12
0.184122563,0.782172702,0.001392758,0.011977716,0.020334262,0.360167131,0.639832869,0.967409471,0.032590529,3590,16
0.309617447,0.664283161,0.00178763,0.006077941,0.018233822,0.181623168,0.818376832,0.976045763,0.023954237,2797,-14
0.13726231,0.797128825,0.001511145,0.036141544,0.027956177,0.306888301,0.693111699,0.965999244,0.034000756,7941,16
0.522837707,0.42638484,0.001214772,0.012390671,0.037172012,0.248056365,0.751943635,0.953595724,0.046404276,4116,-11
0.361319037,0.469552903,0.006271495,0.04855351,0.114303055,0.280194214,0.719805786,0.849281813,0.150718187,4943,16
0.639553429,0.266347687,0.002551834,0.040829346,0.050717703,0.206379585,0.793620415,0.920893142,0.079106858,3135,10
0.619131663,0.302506177,0.005294741,0.030356513,0.042710907,0.228379809,0.771620191,0.927638546,0.072361454,2833,12
0.835279656,0.127228027,0.001229256,0.017824216,0.018438844,0.125384143,0.874615857,0.966195452,0.033804548,1627,-8
0.908235294,0.03,0.001470588,0.05,0.010294118,0.136764706,0.863235294,0.977941176,0.022058824,3400,11
0.903572321,0.049462903,0.000249813,0.032975269,0.013739695,0.078191356,0.921808644,0.977766675,0.022233325,4003,-8
0.545065458,0.091389728,0.002014099,0.336858006,0.024672709,0.113293051,0.886706949,0.957200403,0.042799597,3972,0
0.811769144,0.041493776,0.005658242,0.127499057,0.013579781,0.046397586,0.953602414,0.96378725,0.03621275,2651,-15
0.869496441,0.048378592,0.001054574,0.070129185,0.010941207,0.325995254,0.674004746,0.98444503,0.01555497,7586,9
0.917161227,0.022502473,0.002225519,0.043521266,0.014589515,0.285113749,0.714886251,0.971315529,0.028684471,4044,-3
0.905893767,0.029105021,0.003395586,0.027164686,0.034440941,0.278438031,0.721561969,0.965801601,0.034198399,4123,-6
0.907007727,0.031308287,0.001865175,0.041699973,0.018118838,0.285105249,0.714894751,0.969091394,0.030908606,7506,9
0.845579568,0.048330059,0.000392927,0.080943026,0.02475442,0.187033399,0.812966601,0.967779961,0.032220039,2545,-10
0.898766328,0.0308418,0.002298016,0.052975327,0.015118529,0.243468795,0.756531205,0.977745525,0.022254475,8268,10
0.937517091,0.012852065,0.002187585,0.038009297,0.009433962,0.194831829,0.805168171,0.982225868,0.017774132,7314,-5
0.842031687,0.08045977,0.001242622,0.053898726,0.022367195,0.270891581,0.729108419,0.964274619,0.035725381,6438,15
0.729469889,0.125250367,0.001335292,0.068633997,0.075310455,0.302042996,0.697957004,0.896514889,0.103485111,7489,11
0.950571054,0.018910316,0.002995694,0.017225239,0.010297697,0.306496911,0.693503089,0.978842913,0.021157087,5341,12
0.843653251,0.091331269,0.002837977,0.011093911,0.051083591,0.212590299,0.787409701,0.934468524,0.065531476,3876,-4
0.795632246,0.051226746,0.005122675,0.009436506,0.138581828,0.249932596,0.750067404,0.835804799,0.164195201,3709,10
0.73926523,0.124476825,0.00263525,0.019066811,0.114555883,0.288327391,0.711672609,0.855991319,0.144008681,6451,8
0.867463408,0.062306969,0.002551363,0.03088492,0.03679334,0.280112797,0.719887203,0.94239291,0.05760709,7447,9
0.765566109,0.085330921,0.003015227,0.053520277,0.092567466,0.216191768,0.783808232,0.871852857,0.128147143,6633,5
0.79187671,0.124729944,0.005473138,0.017715685,0.060204523,0.281722598,0.718277402,0.917326804,0.082673196,6943,10
0.812255395,0.067427038,0.002571844,0.02392933,0.093816393,0.25394163,0.74605837,0.872749637,0.127250363,8943,9
0.598067916,0.12734192,0.004976581,0.032494145,0.237119438,0.267271663,0.732728337,0.733606557,0.266393443,3416,13
0.698567042,0.141504606,0.001535312,0.020470829,0.137922211,0.309109519,0.690890481,0.841862845,0.158137155,3908,12
0.75,0.098890943,0.004158965,0.032809612,0.114140481,0.227818854,0.772181146,0.835489834,0.164510166,2164,-4
0.447129909,0.300302115,0.01510574,0.001812689,0.235649547,0.348640483,0.651359517,0.699697885,0.300302115,1655,8
0.718450185,0.137638376,0.005166052,0.010332103,0.128413284,0.275645756,0.724354244,0.808856089,0.191143911,2710,11
0.785033365,0.077693041,0.001747696,0.067365745,0.068160153,0.227200508,0.772799492,0.913727359,0.086272641,6294,10
0.625158562,0.239112051,0.007610994,0.016490486,0.111627907,0.300211416,0.699788584,0.858562368,0.141437632,4730,14
0.634088965,0.2286142,0.00320787,0.04704876,0.087040205,0.314157399,0.685842601,0.885158255,0.114841745,4676,11
0.818869604,0.103693814,0.001335113,0.044058745,0.032042724,0.19270138,0.80729862,0.951490877,0.048509123,2247,-9
0.845444319,0.096062992,0.003824522,0.018447694,0.036220472,0.219797525,0.780202475,0.955905512,0.044094488,4445,11
0.934065934,0.048004627,0.002891845,0.006940428,0.008097166,0.226142279,0.773857721,0.986697513,0.013302487,1729,-7
0.773852193,0.16504523,0.004608295,0.030551289,0.025942994,0.24150879,0.75849121,0.957671958,0.042328042,5859,11
0.527624309,0.365408226,0.003683241,0.020257827,0.083026397,0.324739104,0.675260896,0.886740331,0.113259669,6516,6
0.831166747,0.104798588,0.004172685,0.02808538,0.031776601,0.264323544,0.735676456,0.95602632,0.04397368,6231,12
0.905057186,0.046851316,0.00344495,0.020394102,0.024252446,0.250241146,0.749758854,0.962656745,0.037343255,7257,12
0.771455399,0.185915493,0.002629108,0.01370892,0.02629108,0.199248826,0.800751174,0.965633803,0.034366197,5325,2
0.959371799,0.013997952,0.001365654,0.014680778,0.010583817,0.205872311,0.794127689,0.984636395,0.015363605,2929,-12
0.955308584,0.016552376,0.001655238,0.011823126,0.014660676,0.206431781,0.793568219,0.972570348,0.027429652,4229,-7
0.142639787,0.816660327,0.004944846,0.024343857,0.011411183,0.233548878,0.766451122,0.985926208,0.014073792,2629,-5
0.375074716,0.465331739,0.003586372,0.0678422,0.088164973,0.207411835,0.792588165,0.886132696,0.113867304,3346,11
0.321492007,0.626406157,0.005920663,0.002960332,0.043220841,0.174067496,0.825932504,0.921847247,0.078152753,1689,-17
0.857452575,0.123577236,0.000542005,0.002168022,0.016260163,0.241192412,0.758807588,0.983739837,0.016260163,1845,-13
0.284206943,0.679373724,0.006466984,0.005105514,0.024846835,0.216814159,0.783185841,0.977535739,0.022464261,2938,11
0.134826526,0.83750549,0.001756697,0.006587615,0.019323671,0.239789196,0.760210804,0.9828722,0.0171278,2277,-9
0.958506224,0.018106375,0.002263297,0.006412674,0.01471143,0.203696718,0.796303282,0.98038476,0.01961524,2651,-5
0.710344828,0.254661558,0.00357599,0.00945083,0.021966794,0.26155811,0.73844189,0.972158365,0.027841635,3915,-5
0.886990166,0.083024343,0.002418185,0.010640013,0.016927293,0.255682734,0.744317266,0.984201193,0.015798807,6203,-6
0.88875429,0.082172421,0.002422774,0.016757521,0.009892994,0.190591561,0.809408439,0.98223299,0.01776701,4953,-13
0.932629618,0.038807824,0.000310463,0.01800683,0.010245265,0.281279106,0.718720894,0.988512884,0.011487116,3221,-7
0.924714992,0.051408905,0.0004302,0.012045601,0.011400301,0.29855883,0.70144117,0.981071198,0.018928802,4649,-6
0.40907099,0.46231376,0.005258545,0.040753725,0.08260298,0.204864154,0.795135846,0.873794917,0.126205083,4564,17
0.739393939,0.181818182,0.003463203,0.012987013,0.062337662,0.237229437,0.762770563,0.90952381,0.09047619,2310,14
0.61390775,0.29735425,0.005385156,0.025286818,0.058066027,0.274642941,0.725357059,0.914305783,0.085694217,4271,14
0.839104955,0.10229089,0.005327651,0.00426212,0.049014385,0.232818327,0.767181673,0.927011188,0.072988812,1877,-6
0.744312026,0.185807151,0.008125677,0.013542795,0.048212351,0.238353196,0.761646804,0.944745395,0.055254605,1846,3
0.405993578,0.532643596,0.001070282,0.0117731,0.048519443,0.26757046,0.73242954,0.930788441,0.069211559,2803,9
0.312543074,0.61026878,0.003790489,0.013094418,0.060303239,0.282563749,0.717436251,0.932804962,0.067195038,2902,-4
0.42152679,0.478899953,0.003793267,0.035561878,0.060218113,0.257942153,0.742057847,0.926031294,0.073968706,2109,-12
0.400127632,0.536056158,0.003828973,0.020102106,0.039885131,0.244097001,0.755902999,0.947989789,0.052010211,3134,10
0.229575681,0.651994934,0.002849905,0.01139962,0.104179861,0.321405953,0.678594047,0.881253958,0.118746042,3158,14
0.190742397,0.704830054,0.002236136,0.015876565,0.086314848,0.275715564,0.724284436,0.887298748,0.112701252,4472,15
