theta_0_0_2,0.0
theta_0_1_2,0.0
theta_0_2_2,0.0
theta_0_3_2,0.0
theta_0_4_2,1.0
theta_0_5_2,0.0
theta_0_6_2,0.0
theta_0_7_2,0.0
theta_0_8_2,0.0
theta_0_9_2,0.0
theta_3_0_2,0.0
theta_3_1_2,0.0
theta_3_2_2,0.0
theta_3_3_2,0.0
theta_3_4_2,1.0
theta_3_5_2,0.0
theta_3_6_2,0.0
theta_3_7_2,0.0
theta_3_8_2,0.0
theta_3_9_2,0.0
theta_9_0_2,0.0
theta_9_1_2,0.0
theta_9_2_2,0.0
theta_9_3_2,0.0
theta_9_4_2,1.0
theta_9_5_2,0.0
theta_9_6_2,0.0
theta_9_7_2,0.0
theta_9_8_2,0.0
theta_9_9_2,0.0
theta_0_0_3,0.0
theta_0_1_3,0.0
theta_0_2_3,1.0
theta_0_3_3,0.0
theta_0_4_3,0.0
theta_0_5_3,0.0
theta_0_6_3,0.0
theta_0_7_3,0.0
theta_0_8_3,0.0
theta_0_9_3,0.0
theta_8_0_3,0.0
theta_8_1_3,0.0
theta_8_2_3,1.0
theta_8_3_3,0.0
theta_8_4_3,0.0
theta_8_5_3,0.0
theta_8_6_3,0.0
theta_8_7_3,0.0
theta_8_8_3,0.0
theta_8_9_3,0.0
theta_9_0_3,0.0
theta_9_1_3,0.0
theta_9_2_3,1.0
theta_9_3_3,0.0
theta_9_4_3,0.0
theta_9_5_3,0.0
theta_9_6_3,0.0
theta_9_7_3,0.0
theta_9_8_3,0.0
theta_9_9_3,0.0
theta_2_0_4,0.0
theta_2_1_4,0.0
theta_2_2_4,1.0
theta_2_3_4,0.0
theta_2_4_4,0.0
theta_2_5_4,0.0
theta_2_6_4,0.0
theta_2_7_4,0.0
theta_2_8_4,0.0
theta_2_9_4,0.0
theta_7_0_4,0.0
theta_7_1_4,0.0
theta_7_2_4,0.0
theta_7_3_4,0.0
theta_7_4_4,0.0
theta_7_5_4,0.0
theta_7_6_4,0.0
theta_7_7_4,1.0
theta_7_8_4,0.0
theta_7_9_4,0.0
theta_3_0_5,0.0
theta_3_1_5,0.0
theta_3_2_5,0.0
theta_3_3_5,1.0
theta_3_4_5,0.0
theta_3_5_5,0.0
theta_3_6_5,0.0
theta_3_7_5,0.0
theta_3_8_5,0.0
theta_3_9_5,0.0
theta_5_0_5,0.0
theta_5_1_5,0.0
