theta_8_0_1,1.0
theta_8_1_1,0.0
theta_8_2_1,0.0
theta_8_3_1,0.0
theta_8_4_1,0.0
theta_8_5_1,0.0
theta_8_6_1,0.0
theta_8_7_1,0.0
theta_8_8_1,0.0
theta_8_9_1,0.0
theta_0_0_2,0.0
theta_0_1_2,0.0
theta_0_2_2,0.0
theta_0_3_2,0.0
theta_0_4_2,0.0
theta_0_5_2,0.0
theta_0_6_2,0.0
theta_0_7_2,0.0
theta_0_8_2,1.0
theta_0_9_2,0.0
theta_1_0_2,0.0
theta_1_1_2,0.0
theta_1_2_2,0.0
theta_1_3_2,0.0
theta_1_4_2,1.0
theta_1_5_2,0.0
theta_1_6_2,0.0
theta_1_7_2,0.0
theta_1_8_2,0.0
theta_1_9_2,0.0
theta_2_0_2,0.0
theta_2_1_2,0.0
theta_2_2_2,0.0
theta_2_3_2,0.0
theta_2_4_2,1.0
theta_2_5_2,0.0
theta_2_6_2,0.0
theta_2_7_2,0.0
theta_2_8_2,0.0
theta_2_9_2,0.0
theta_3_0_2,0.0
theta_3_1_2,0.0
theta_3_2_2,0.0
theta_3_3_2,0.0
theta_3_4_2,-10.0
theta_3_5_2,10.0
theta_3_6_2,0.0
theta_3_7_2,0.0
theta_3_8_2,1.0
theta_3_9_2,0.0
theta_6_0_2,0.0
theta_6_1_2,0.0
theta_6_2_2,0.0
theta_6_3_2,0.0
theta_6_4_2,6.5
theta_6_5_2,0.0
theta_6_6_2,0.0
theta_6_7_2,0.0
theta_6_8_2,-5.5
theta_6_9_2,0.0
theta_7_0_2,0.0
theta_7_1_2,0.0
theta_7_2_2,0.0
theta_7_3_2,0.0
theta_7_4_2,1.0
theta_7_5_2,0.0
theta_7_6_2,0.0
theta_7_7_2,0.0
theta_7_8_2,0.0
theta_7_9_2,0.0
theta_9_0_2,0.0
theta_9_1_2,0.0
theta_9_2_2,0.0
theta_9_3_2,0.0
theta_9_4_2,0.0
theta_9_5_2,0.0
theta_9_6_2,0.0
theta_9_7_2,0.0
theta_9_8_2,1.0
theta_9_9_2,0.0
theta_0_0_3,0.0
theta_0_1_3,0.0
theta_0_2_3,0.0
theta_0_3_3,0.0
theta_0_4_3,0.0
theta_0_5_3,0.0
theta_0_6_3,0.0
theta_0_7_3,1.0
theta_0_8_3,0.0
theta_0_9_3,0.0
theta_1_0_3,0.0
theta_1_1_3,0.0
theta_1_2_3,2.0
theta_1_3_3,0.0
theta_1_4_3,0.0
theta_1_5_3,0.0
theta_1_6_3,-1.0
theta_1_7_3,0.0
theta_1_8_3,0.0
theta_1_9_3,0.0
theta_4_0_3,0.0
theta_4_1_3,0.0
theta_4_2_3,1.0
theta_4_3_3,0.0
theta_4_4_3,0.0
theta_4_5_3,0.0
theta_4_6_3,0.0
theta_4_7_3,0.0
theta_4_8_3,0.0
theta_4_9_3,0.0
theta_5_0_3,0.0
theta_5_1_3,0.0
theta_5_2_3,0.0
theta_5_3_3,0.0
theta_5_4_3,0.0
theta_5_5_3,0.0
theta_5_6_3,1.0
theta_5_7_3,0.0
theta_5_8_3,0.0
theta_5_9_3,0.0
theta_8_0_3,0.0
theta_8_1_3,0.0
theta_8_2_3,0.0
theta_8_3_3,0.0
theta_8_4_3,0.0
theta_8_5_3,0.0
theta_8_6_3,0.0
theta_8_7_3,1.0
theta_8_8_3,0.0
theta_8_9_3,0.0
theta_9_0_3,0.0
theta_9_1_3,0.0
theta_9_2_3,0.0
theta_9_3_3,0.0
theta_9_4_3,0.0
theta_9_5_3,0.0
theta_9_6_3,0.0
theta_9_7_3,1.0
theta_9_8_3,0.0
theta_9_9_3,0.0
theta_2_0_4,0.0
theta_2_1_4,1.0
theta_2_2_4,0.0
theta_2_3_4,0.0
theta_2_4_4,0.0
theta_2_5_4,0.0
theta_2_6_4,0.0
theta_2_7_4,0.0
theta_2_8_4,0.0
theta_2_9_4,0.0
theta_7_0_4,0.0
theta_7_1_4,1.0
theta_7_2_4,0.0
theta_7_3_4,0.0
theta_7_4_4,0.0
theta_7_5_4,0.0
theta_7_6_4,0.0
theta_7_7_4,0.0
theta_7_8_4,0.0
theta_7_9_4,0.0
theta_0_0_5,0.0
theta_0_1_5,0.0
theta_0_2_5,0.0
theta_0_3_5,0.0
theta_0_4_5,0.0
theta_0_5_5,0.0
theta_0_6_5,0.0
theta_0_7_5,0.0
theta_0_8_5,1.0
theta_0_9_5,0.0
theta_1_0_5,0.0
theta_1_1_5,0.0
theta_1_2_5,0.0
theta_1_3_5,0.0
theta_1_4_5,0.0
theta_1_5_5,0.0
theta_1_6_5,0.0
theta_1_7_5,0.0
theta_1_8_5,1.0
theta_1_9_5,0.0
theta_3_0_5,0.0
theta_3_1_5,0.0
theta_3_2_5,0.0
theta_3_3_5,0.0
theta_3_4_5,0.0
theta_3_5_5,0.0
theta_3_6_5,0.0
theta_3_7_5,0.0
theta_3_8_5,1.0
theta_3_9_5,0.0
theta_4_0_5,0.0
theta_4_1_5,0.0
theta_4_2_5,0.0
theta_4_3_5,0.0
theta_4_4_5,0.0
theta_4_5_5,0.0
theta_4_6_5,0.0
theta_4_7_5,0.0
theta_4_8_5,1.0
theta_4_9_5,0.0
theta_5_0_5,0.0
theta_5_1_5,0.0
theta_5_2_5,0.0
theta_5_3_5,0.0
theta_5_4_5,0.0
theta_5_5_5,0.0
theta_5_6_5,0.0
theta_5_7_5,0.0
theta_5_8_5,1.0
theta_5_9_5,0.0
theta_6_0_5,0.0
theta_6_1_5,0.0
theta_6_2_5,0.0
theta_6_3_5,0.0
theta_6_4_5,0.0
theta_6_5_5,0.0
theta_6_6_5,0.0
theta_6_7_5,0.0
theta_6_8_5,1.0
theta_6_9_5,0.0
theta_7_0_5,0.0
theta_7_1_5,0.0
theta_7_2_5,0.0
theta_7_3_5,0.0
theta_7_4_5,0.0
theta_7_5_5,0.0
theta_7_6_5,0.0
